"Time"	csiR	csiD	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA
1000	0.5538959	0.0435590	0.4542955	0.4463038	0.6107258	0.2688521	0.3710589	0.2184973	0.5996162	0.5760434
1050	0.5973524	0.0753426	0.4319398	0.4974560	0.7090140	0.3392441	0.3926723	0.1838695	0.5944341	0.4376631
1100	0.5160044	0.0437592	0.4599039	0.5581196	0.5865353	0.2396774	0.3755409	0.2095011	0.5970080	0.5501311
1150	0.6202610	0.0481366	0.4171807	0.5858178	0.6581920	0.3499999	0.3584907	0.1717971	0.5700798	0.4895354
1200	0.4797794	0.0878896	0.4843572	0.5844901	0.6415651	0.3345649	0.4750769	0.1496697	0.5616693	0.6934830
1250	0.5690522	0.0264684	0.3795158	0.4418544	0.6198465	0.3581647	0.4702757	0.2104872	0.6802542	0.7714775
1300	0.6200288	0.0250530	0.4516436	0.5852312	0.5788889	0.2802235	0.3693982	0.2288327	0.6296155	0.4883840
1350	0.6117979	0.0448308	0.4079584	0.6359491	0.6273752	0.2964212	0.4443612	0.1721408	0.6725270	0.5211458
1400	0.5299251	0.0308292	0.4625474	0.5857921	0.6090963	0.2950757	0.4148799	0.2405438	0.5698522	0.6006900
1450	0.5990193	0.0415938	0.4850198	0.5981415	0.6635426	0.2342174	0.4475342	0.2172158	0.5834851	0.5874874
1500	0.5526050	0.0306755	0.4055629	0.5038972	0.7630156	0.3789828	0.4084894	0.2649880	0.5197126	0.5363821
1550	0.4897443	0.0589067	0.4236952	0.6233799	0.6312917	0.2159537	0.4341501	0.1857497	0.5172219	0.5206241
1600	0.5714394	0.0310078	0.5075899	0.6021129	0.5916695	0.2660904	0.3025158	0.1852271	0.6832619	0.6032780
1650	0.5858142	0.0618639	0.4648640	0.4947877	0.7336505	0.2945776	0.5157492	0.2081806	0.6293634	0.4643895
1700	0.5657038	0.0609507	0.4208821	0.6856883	0.5480217	0.3397152	0.3629509	0.2083163	0.5751124	0.6042369
1750	0.4773185	0.0883456	0.4490455	0.6227853	0.6967971	0.2749404	0.4174146	0.1571130	0.5899882	0.5830781
1800	0.5129405	0.0575755	0.5426882	0.5275028	0.8003424	0.2877367	0.3584039	0.2092694	0.6819019	0.5184596
1850	0.6153116	0.0378022	0.3423027	0.6545322	0.6882091	0.3149606	0.4641098	0.2023936	0.6512615	0.6867434
1900	0.5707787	0.0353939	0.4643653	0.5685134	0.6150794	0.3443973	0.4831497	0.2228859	0.5551994	0.5062265
1950	0.5523736	0.0626464	0.5605384	0.6436951	0.7448446	0.3025460	0.3622853	0.1797605	0.5745745	0.5630562
2000	0.5732215	0.0213636	0.4438112	0.5917350	0.6133309	0.2711211	0.3498496	0.1789027	0.5978543	0.6818063
2050	0.5409013	0.0358744	0.4238564	0.5484078	0.6538348	0.3033291	0.4382982	0.1963024	0.6072424	0.4851697
2100	0.4327277	0.0463117	0.3017810	0.5226852	0.6499094	0.2845207	0.3384804	0.1532000	0.6065071	0.4980107
2150	0.4432902	0.0542248	0.3993164	0.5733866	0.5482376	0.2759571	0.5511421	0.2783644	0.7515288	0.5627937
2200	0.4514065	0.0560913	0.4091870	0.6561336	0.6257752	0.2925357	0.5446116	0.2217520	0.6091226	0.6759388
2250	0.5941282	0.0353230	0.4264314	0.5914054	0.6526752	0.2547172	0.3403206	0.3086637	0.7395945	0.4991923
2300	0.6168991	0.0352399	0.4837688	0.5090678	0.5603358	0.3317328	0.3058842	0.2916142	0.7122885	0.6791443
2350	0.4446545	0.0308000	0.3800285	0.4623354	0.7845565	0.3226366	0.4675263	0.2740229	0.5791201	0.5771118
2400	0.5576020	0.0455300	0.5316660	0.4382735	0.5764313	0.2745489	0.4389451	0.2561220	0.5643970	0.5815142
2450	0.6174130	0.0574955	0.4213074	0.5666818	0.6297628	0.4074227	0.3871723	0.2919452	0.6268667	0.4909954
2500	0.4685491	0.0622323	0.4465478	0.6549459	0.6764636	0.2606094	0.3975727	0.1880507	0.6298139	0.4320016
2550	0.6471964	0.0338282	0.3780781	0.4726415	0.6662167	0.2265150	0.3723636	0.2239010	0.5971217	0.5344762
2600	0.5490732	0.0566276	0.4490490	0.4962889	0.7374791	0.2587166	0.4336476	0.1432216	0.6706987	0.5412465
2650	0.5821929	0.0856135	0.3349440	0.6271238	0.6290940	0.3872154	0.4241477	0.2577122	0.5776625	0.6455023
2700	0.5038174	0.0213240	0.4378594	0.5565692	0.5996020	0.2379068	0.4787947	0.2040044	0.5610377	0.5488481
2750	0.6335718	0.0817543	0.4276946	0.5229436	0.6940216	0.2619562	0.4039194	0.1657541	0.6491658	0.5452609
2800	0.5519279	0.0504988	0.3734046	0.4885647	0.6766262	0.3159247	0.3579131	0.1947655	0.4734818	0.6482915
2850	0.6659626	0.0433112	0.4422158	0.5261547	0.7102608	0.3213700	0.3325787	0.1370021	0.6275056	0.5375214
2900	0.7256083	0.0606959	0.3970084	0.5530810	0.6173826	0.3254851	0.3805754	0.2215037	0.5708933	0.5419627
2950	0.5170349	0.0455804	0.4150836	0.7086705	0.6772099	0.3818201	0.3577906	0.2326603	0.5850713	0.6065994
3000	0.5698014	0.0618014	0.5477110	0.5290576	0.6197041	0.3178569	0.3872841	0.1853948	0.5731665	0.5024700
3050	0.5468131	0.0785056	0.4449898	0.6024184	0.5693499	0.3794796	0.3842143	0.1728955	0.5962301	0.5524340
3100	0.6091557	0.0560354	0.4973338	0.4076148	0.5782032	0.4044099	0.2840141	0.1282923	0.5278848	0.4699537
3150	0.6177487	0.0708182	0.4591494	0.4971973	0.6182057	0.3301462	0.3897657	0.1861423	0.5998567	0.4460528
3200	0.5613107	0.0369118	0.4188164	0.6088646	0.5052009	0.2609670	0.4137899	0.2117846	0.6245511	0.5585793
3250	0.4995226	0.0432468	0.5243075	0.5154721	0.6253174	0.2620148	0.4292773	0.1337746	0.4384798	0.5544819
3300	0.5934110	0.0572263	0.3771367	0.4488328	0.6091626	0.3321122	0.4115297	0.2132306	0.5580266	0.5215120
3350	0.5239203	0.0596034	0.3843327	0.5778022	0.7002099	0.3206865	0.4050728	0.1642508	0.5702740	0.5821176
3400	0.6343027	0.0460257	0.3198907	0.5483293	0.6258662	0.3185834	0.4382952	0.1657454	0.6656725	0.6139774
3450	0.5542241	0.0459993	0.3981697	0.4935268	0.6686209	0.2531298	0.4599382	0.2528350	0.5389282	0.4864833
3500	0.5794170	0.0451744	0.4454772	0.4770358	0.6700533	0.3604506	0.4501844	0.2676177	0.6931553	0.5474553
3550	0.5177133	0.0562261	0.5365222	0.4087197	0.7006841	0.2983858	0.4598813	0.2573753	0.7238246	0.6242657
3600	0.6663244	0.0316827	0.4719034	0.4212305	0.6718964	0.2773296	0.4108850	0.2369587	0.7047466	0.5520440
3650	0.6650362	0.0411175	0.4417644	0.5751008	0.6729184	0.3098133	0.2969298	0.1878853	0.6060131	0.5649292
3700	0.5669143	0.0817365	0.3889064	0.5905917	0.6665743	0.2808786	0.4059529	0.2121588	0.5605022	0.4742756
3750	0.5729002	0.0563413	0.3836822	0.4751088	0.6573891	0.3238793	0.4252733	0.1762698	0.6142564	0.6534088
3800	0.5674641	0.0403111	0.4022458	0.5472734	0.7307381	0.3979873	0.4132745	0.1729536	0.6040021	0.5129839
3850	0.5100884	0.0349976	0.4256443	0.5614677	0.6102915	0.3079747	0.5061617	0.1495837	0.6470643	0.5313378
3900	0.5805135	0.0257859	0.4732165	0.5141778	0.5827875	0.2843716	0.4786707	0.1590700	0.4577837	0.5818515
3950	0.5694099	0.0540632	0.5200580	0.6574353	0.7750240	0.2069797	0.3670804	0.1693362	0.6181095	0.6174559
4000	0.5708928	0.1161289	0.4748349	0.4825791	0.6205521	0.3037399	0.3768811	0.1624950	0.6400858	0.5316318
4050	0.5539409	0.0832829	0.4707853	0.5211972	0.6418902	0.2553675	0.3834016	0.3044323	0.6251043	0.6388866
4100	0.5548547	0.0281645	0.4737088	0.5462449	0.7443867	0.2845580	0.3889195	0.2357404	0.5761067	0.6239117
4150	0.4237338	0.0417769	0.4239148	0.6357588	0.6920147	0.3670258	0.4222307	0.2427928	0.6906177	0.6711203
4200	0.5243096	0.0720755	0.4583040	0.5182659	0.6152944	0.2918314	0.3548611	0.2226234	0.6519544	0.5048989
4250	0.4721485	0.0424063	0.3720960	0.4543801	0.7747503	0.2740490	0.3880808	0.2638306	0.6907135	0.5191612
4300	0.5793923	0.0421264	0.4466836	0.4527940	0.7246685	0.3829318	0.4840589	0.2103752	0.5676409	0.5994568
4350	0.5458533	0.0596642	0.4454004	0.3835683	0.6307541	0.2882370	0.5126493	0.2377174	0.6094399	0.6330462
4400	0.5968980	0.0820951	0.4544946	0.6291810	0.5973533	0.3426311	0.4475686	0.2840529	0.6842071	0.5082038
4450	0.6028889	0.0521504	0.3852347	0.4667216	0.4434058	0.4374202	0.4015682	0.2622837	0.5826757	0.5342085
4500	0.4387221	0.0553514	0.4133927	0.5936816	0.6422530	0.3840257	0.3682004	0.2707918	0.6605905	0.4876572
4550	0.4856250	0.0673146	0.3784039	0.5605523	0.5344845	0.3886719	0.4902074	0.2274222	0.7310937	0.5860044
4600	0.6137158	0.0292251	0.4061988	0.4584068	0.6102696	0.3161981	0.4433229	0.2422104	0.7863410	0.4387425
4650	0.7410137	0.0425879	0.5103401	0.4811777	0.6659811	0.3483695	0.4250759	0.1750304	0.5647914	0.6667392
4700	0.5978090	0.0414052	0.4604169	0.6172492	0.6716141	0.3366494	0.5595775	0.1619856	0.5775099	0.5099581
4750	0.7174634	0.0474543	0.4774621	0.5197646	0.7494097	0.2780473	0.3305603	0.2337348	0.5605189	0.4772219
4800	0.4434878	0.0401778	0.4478615	0.5752058	0.5929010	0.3917666	0.3897310	0.1874074	0.5075313	0.4540065
4850	0.5330312	0.0360485	0.4387586	0.5623112	0.6985265	0.3425745	0.5257445	0.1523354	0.5719868	0.5057425
4900	0.5536793	0.0489921	0.3927666	0.4714729	0.7161990	0.2510634	0.3898738	0.1220570	0.6476864	0.6153488
4950	0.4967234	0.0617926	0.3749845	0.4592415	0.6335399	0.2923387	0.4003527	0.1131493	0.6164017	0.5365256
5000	0.4794736	0.0629201	0.4017747	0.4931017	0.6544034	0.3063535	0.5130566	0.2165630	0.6193659	0.5211620
5050	0.6877135	0.0508014	0.2846851	0.4457632	0.5966122	0.1968998	0.7373257	0.2233585	0.6898700	0.6190669
5100	0.6065391	0.0562743	0.1566923	0.2735777	0.4987338	0.1898966	0.7395634	0.2719372	0.6711214	0.7773641
5150	0.7052327	0.0693742	0.1564586	0.1792904	0.3235392	0.1788922	0.7404179	0.2846549	0.6178469	0.7283034
5200	0.6493521	0.0286623	0.1391857	0.1263718	0.2753127	0.2334434	0.7504904	0.3979135	0.6918901	0.6708757
5250	0.6266835	0.0476966	0.1870401	0.1361887	0.3025061	0.2212149	0.6976368	0.3918863	0.6750571	0.7092551
5300	0.7368592	0.0433137	0.1721611	0.1678493	0.2696637	0.2732174	0.7463520	0.2985746	0.6333968	0.7404224
5350	0.6800755	0.0621225	0.1620242	0.1369844	0.3781873	0.1950789	0.6484606	0.2946453	0.5955987	0.7872718
5400	0.6140985	0.0443935	0.1337825	0.0861520	0.3768372	0.2220278	0.8764860	0.2364878	0.6174121	0.7452678
5450	0.7827795	0.0247701	0.1830193	0.0840843	0.2408097	0.1927638	0.6884856	0.2760180	0.5561306	0.6695420
5500	0.7248738	0.0427297	0.1406561	0.1212038	0.2313567	0.1750138	0.6905801	0.3350282	0.6302477	0.5634061
5550	0.6229929	0.0292837	0.1418449	0.0816483	0.2884039	0.2319689	0.7062209	0.2935535	0.5641604	0.7118814
5600	0.6157671	0.0338676	0.2238398	0.0615250	0.1880105	0.2435174	0.7279574	0.3903693	0.5233867	0.7531778
5650	0.7633170	0.0206874	0.1470262	0.0777245	0.2506535	0.1975220	0.7692580	0.3005239	0.6771029	0.6352591
5700	0.6303286	0.0459231	0.1928102	0.1137061	0.1980707	0.2113111	0.6920822	0.4213408	0.6425808	0.6983241
5750	0.5559810	0.0304177	0.1642629	0.1508614	0.3551066	0.1959050	0.6635435	0.3593439	0.5970765	0.8664639
5800	0.6287796	0.0506802	0.1660791	0.2044609	0.3013706	0.1968729	0.7535169	0.2767260	0.6890176	0.6943340
5850	0.7876606	0.0533238	0.1945628	0.1468026	0.2926360	0.1849147	0.6589345	0.2451636	0.6740543	0.8052766
5900	0.8736932	0.0381238	0.2000984	0.1275437	0.2802210	0.2066663	0.5488060	0.3178600	0.6565295	0.6640970
5950	0.7706345	0.0302979	0.2250138	0.1817034	0.3024072	0.1211494	0.7171101	0.3082434	0.6289278	0.6740249
6000	0.7520771	0.0788912	0.2219201	0.1450007	0.2769056	0.2309693	0.6491570	0.2460779	0.6251886	0.6249900
6050	0.7662540	0.0139748	0.1526809	0.1805417	0.2656454	0.2137313	0.7359095	0.3195399	0.6996694	0.6510070
6100	0.8067138	0.0211766	0.1979628	0.1195128	0.2594750	0.2066030	0.6505443	0.3329834	0.6104203	0.6607839
6150	0.7393370	0.0604759	0.2013121	0.1390366	0.3262164	0.1876267	0.6083447	0.3219442	0.6881184	0.6112384
6200	0.7426044	0.0306417	0.1557552	0.1189988	0.2610753	0.2519242	0.6743452	0.3244658	0.7179443	0.7150602
6250	0.8537860	0.0259768	0.1179224	0.1316868	0.2419251	0.1958210	0.7999581	0.1950217	0.6443480	0.7885179
6300	0.6390870	0.0355958	0.1705823	0.1489073	0.3129332	0.1755123	0.8220199	0.2317512	0.4991872	0.8083004
6350	0.8048766	0.0392719	0.1335567	0.0837408	0.2564102	0.2147208	0.6231193	0.2859104	0.6104543	0.5930473
6400	0.6959485	0.0357048	0.1315318	0.1443467	0.2244379	0.2445251	0.6149479	0.2510932	0.6953384	0.7306198
6450	0.6668687	0.0270185	0.1418184	0.1498438	0.2087903	0.2531487	0.7160585	0.3659273	0.6646949	0.7514837
6500	0.7774246	0.0286328	0.1543635	0.0758220	0.2417361	0.1901046	0.6575737	0.3611982	0.6585737	0.6285248
6550	0.6182880	0.0135436	0.1821128	0.0604716	0.3006222	0.1450848	0.8402520	0.2993127	0.7214355	0.8802357
6600	0.6693044	0.0239443	0.1236393	0.0818463	0.2362996	0.2225449	0.5611419	0.3416488	0.5939238	0.7973655
6650	0.6575362	0.0410630	0.1532865	0.1003903	0.2868351	0.1950257	0.7310879	0.2836589	0.7492522	0.7189900
6700	0.7852101	0.0290969	0.1552992	0.0525904	0.3583909	0.2799995	0.7325567	0.3223120	0.7537030	0.6157344
6750	0.6695847	0.0613793	0.2147533	0.0595378	0.2881677	0.2230337	0.6695040	0.3644228	0.5933203	0.7202721
6800	0.7453837	0.0211070	0.1647583	0.0911035	0.3107719	0.2008993	0.7459600	0.3602189	0.7231982	0.6460391
6850	0.5657365	0.0330913	0.1913005	0.0873853	0.3963949	0.1588740	0.8040916	0.3641954	0.6022059	0.6632248
6900	0.5983538	0.0182154	0.1684549	0.1199325	0.3176378	0.2189566	0.7773629	0.5206266	0.7111063	0.7894208
6950	0.7219766	0.0157029	0.2009357	0.1393133	0.2750926	0.2337173	0.6496414	0.4576091	0.6340856	0.7840237
7000	0.6962574	0.0311506	0.2203991	0.0874498	0.3487142	0.2438765	0.9034648	0.2881428	0.6738360	0.7272739
7050	0.6508693	0.0483857	0.2059012	0.1437263	0.3456385	0.2962766	0.7037505	0.2860472	0.6112373	0.7270518
7100	0.7883335	0.0148688	0.1737364	0.1227162	0.3290385	0.2658291	0.7020661	0.3528997	0.5922884	0.7898894
7150	0.6296506	0.0442134	0.1554990	0.0585156	0.2893312	0.2052918	0.6298900	0.2062474	0.6885003	0.8274963
7200	0.6604461	0.0241549	0.1279478	0.0904531	0.1908287	0.1742127	0.5628703	0.3630628	0.7478097	0.8659306
7250	0.6433627	0.0451755	0.1821208	0.0489878	0.3070417	0.1538281	0.5834535	0.2677701	0.6736563	0.6037660
7300	0.7736433	0.0715108	0.1902332	0.1182643	0.2767093	0.2882479	0.6855440	0.2844137	0.6707476	0.6566420
7350	0.8089868	0.0439774	0.1502395	0.0730146	0.3116393	0.2355329	0.6181058	0.2926376	0.6605192	0.6231926
7400	0.7100485	0.0397374	0.1096964	0.1110663	0.2392212	0.2154299	0.8350742	0.2969914	0.6445778	0.6576276
7450	0.6072549	0.0630556	0.1833526	0.0705026	0.2406205	0.2122572	0.7040908	0.3026253	0.6389671	0.8257826
7500	0.5638667	0.0500422	0.1814695	0.0928151	0.2753461	0.2388105	0.6388570	0.2770682	0.6927844	0.7419736
7550	0.6905050	0.0308492	0.1730803	0.1798330	0.3711137	0.1853780	0.6698166	0.3090365	0.5799753	0.6615967
7600	0.8017662	0.0341871	0.1151224	0.1319491	0.2234380	0.1793869	0.7386238	0.3615753	0.6233137	0.7149316
7650	0.7574710	0.0675746	0.1714062	0.1455793	0.3239026	0.2332236	0.6065535	0.3318977	0.6469371	0.6672160
7700	0.6916658	0.0389741	0.1473207	0.1173504	0.2818572	0.1935119	0.6450680	0.3155731	0.6958447	0.7634857
7750	0.6897327	0.0370819	0.2119150	0.1404729	0.3047149	0.1891814	0.5711737	0.3080944	0.6446000	0.5872160
7800	0.6342445	0.0418934	0.1998547	0.1229490	0.2403873	0.1970611	0.6171815	0.2271202	0.7717458	0.6170724
7850	0.6832302	0.0306555	0.0698682	0.0663125	0.3133165	0.2288401	0.6769870	0.2269511	0.6078506	0.7786159
7900	0.6442194	0.0344299	0.1769424	0.0987588	0.2820407	0.2402811	0.7595514	0.3126159	0.6206751	0.7911357
7950	0.6440502	0.0387728	0.1084182	0.0725738	0.2458425	0.1885559	0.7148193	0.2598132	0.6049168	0.6910836
8000	0.6714488	0.0552455	0.1814842	0.0612729	0.2309828	0.1774539	0.6934412	0.2952347	0.5855397	0.8963095
8050	0.7091869	0.0510274	0.1793096	0.0887004	0.1774141	0.1728107	0.7592785	0.2169797	0.6273373	0.6770231
8100	0.7817865	0.0499115	0.1849769	0.1104092	0.3187052	0.2884161	0.5909922	0.3627208	0.6628137	0.7464847
8150	0.7304552	0.0368656	0.2036182	0.0769604	0.2376301	0.2829291	0.7923605	0.3641623	0.6725559	0.6825338
8200	0.6552004	0.0657757	0.1538419	0.0904030	0.3241145	0.1722762	0.8458337	0.3810570	0.5762112	0.7517354
8250	0.7949733	0.0176266	0.1560518	0.1268716	0.2741690	0.2185460	0.7022186	0.3259603	0.6636324	0.7363355
8300	0.6618913	0.0422827	0.1641206	0.0807164	0.3140982	0.2040405	0.7777172	0.3090636	0.5835127	0.6884740
8350	0.7618693	0.0531405	0.1404750	0.0811750	0.2690931	0.2078263	0.7312427	0.2560443	0.7549480	0.5747304
8400	0.6791771	0.0432183	0.1622701	0.0718311	0.1808285	0.2363480	0.8074608	0.2854469	0.6785535	0.7615309
8450	0.6684304	0.0222924	0.1389698	0.0611070	0.2900334	0.1993540	0.7082878	0.2830074	0.6393963	0.7568359
8500	0.8374260	0.0260725	0.1121854	0.0887738	0.2633356	0.1919112	0.6613956	0.3263319	0.6663666	0.6920953
8550	0.8064927	0.0613894	0.1480293	0.1014619	0.2285833	0.2455754	0.7255677	0.3583214	0.6785800	0.7292627
8600	0.6067921	0.0494086	0.1243254	0.0884781	0.2328171	0.2007186	0.8240866	0.3498326	0.5870239	0.7063855
8650	0.6271297	0.0497253	0.1668601	0.0817146	0.2205213	0.1886545	0.6856088	0.2835610	0.6222964	0.6815809
8700	0.6557339	0.0250808	0.1560798	0.1255213	0.3615810	0.2187979	0.7449622	0.3714101	0.6425895	0.7147850
8750	0.6720076	0.0378358	0.1643610	0.1528557	0.3529844	0.1600681	0.8000659	0.2605078	0.6994895	0.6412196
8800	0.7615244	0.0578983	0.1479607	0.1578502	0.4159537	0.2704470	0.7842236	0.3102057	0.6078476	0.8706635
8850	0.8101683	0.0072310	0.1720982	0.1162189	0.3386731	0.2184915	0.7954810	0.2646345	0.6561242	0.6715519
8900	0.7400019	0.0231839	0.1586082	0.0801211	0.2650816	0.1620969	0.7205941	0.3842751	0.6277554	0.6881369
8950	0.7595496	0.0336497	0.1560241	0.1067699	0.2647993	0.2409030	0.8420010	0.2963774	0.6360754	0.6995019
9000	0.6664511	0.0343378	0.1294679	0.1889379	0.3619504	0.2283140	0.8965488	0.3497728	0.7034758	0.8531643
9050	0.7732993	0.0190558	0.1113688	0.1236235	0.2091385	0.2274246	0.5718084	0.3453427	0.7423785	0.6863434
9100	0.6058258	0.0483588	0.1568887	0.1065704	0.2297883	0.1803196	0.6747250	0.3083461	0.6179097	0.6430832
9150	0.6898524	0.0394967	0.2236408	0.0794555	0.2522016	0.1895850	0.7242725	0.3394618	0.6341215	0.7944790
9200	0.7167507	0.0627596	0.2911045	0.0458075	0.2844064	0.2440578	0.7014439	0.2901052	0.6651679	0.5807669
9250	0.7206393	0.0318352	0.1605592	0.0963928	0.2684960	0.2185355	0.7352185	0.3658326	0.6415751	0.7525743
9300	0.6886365	0.0505822	0.1870905	0.1397544	0.2444841	0.1987570	0.7330382	0.3085594	0.6496126	0.6783812
9350	0.5914629	0.0247748	0.1736642	0.0874820	0.3021647	0.2583881	0.5992438	0.2923001	0.5757290	0.7201206
9400	0.7935675	0.0223745	0.1682163	0.0899641	0.2525948	0.2010131	0.6909213	0.3336205	0.7154259	0.6278836
9450	0.7287724	0.0351529	0.2252318	0.0787902	0.2593359	0.2347355	0.7082734	0.2966470	0.5407680	0.6571202
9500	0.6413747	0.0373709	0.2096909	0.1146924	0.2603920	0.2339495	0.8154869	0.4175050	0.5818787	0.5795651
9550	0.7649774	0.0395379	0.1603065	0.0687509	0.2623157	0.2649224	0.7145921	0.2530394	0.5384170	0.7254573
9600	0.6550343	0.0355508	0.1895228	0.1112839	0.3739772	0.2572634	0.6603217	0.3515751	0.5596132	0.8922415
9650	0.5367164	0.0287796	0.2556621	0.1157177	0.3059491	0.1618218	0.7225700	0.3288763	0.6873723	0.8166223
9700	0.8151515	0.0421719	0.1519508	0.1241013	0.2961435	0.1989497	0.6786418	0.2574970	0.7155834	0.6585810
9750	0.7303103	0.0623508	0.1319004	0.0945281	0.3205856	0.1651646	0.8087026	0.2640973	0.6130300	0.6803731
9800	0.7408825	0.0435238	0.1583064	0.0820587	0.2272849	0.2100965	0.7972836	0.2656967	0.6765783	0.7378779
9850	0.6118812	0.0371427	0.1198538	0.0467903	0.2315034	0.2074374	0.7757620	0.3158777	0.6644913	0.6764011
9900	0.6887089	0.0253378	0.1749754	0.0818207	0.2160072	0.1591667	0.6017074	0.3007128	0.6188209	0.7181072
9950	0.6988739	0.0134389	0.1501065	0.0651857	0.3083695	0.2755642	0.6947299	0.2559534	0.6651334	0.5879935
10000	0.7574866	0.0204161	0.1961619	0.1702035	0.2318437	0.2111792	0.6632590	0.2091024	0.6964874	0.7261827

0	0.7641906	0.0540537	0.1959870	0.0867198	0.2437642	0.2099885	0.7573394	0.4056814	0.6979834	0.7149623
50	0.6611511	0.3720487	0.4722716	0.2159235	0.4391261	0.3691597	0.0724780	0.3206370	0.6151454	0.6870069
100	0.8212100	0.5581726	0.5380472	0.3945861	0.4912089	0.4770993	0.0779234	0.2334180	0.6658453	0.6411586
150	0.7325570	0.5054434	0.7192701	0.3658228	0.6668876	0.4622335	0.0982130	0.3753652	0.6659415	0.7552516
200	0.6797698	0.5243350	0.7209294	0.5407709	0.6942494	0.5002788	0.0888445	0.3948590	0.6336623	0.7679571
250	0.7251008	0.4774087	0.9669364	0.5746269	0.5561380	0.6423151	0.0842551	0.2935178	0.6716817	0.7734062
300	0.8529774	0.4137783	0.7579258	0.4949124	0.6794695	0.6535877	0.0595340	0.3559382	0.4979355	0.5850854
350	0.6808237	0.4563774	0.7350991	0.4421155	0.5881928	0.5900493	0.1100253	0.3521986	0.6186698	0.6171818
400	0.8091634	0.5485762	0.7625735	0.4564780	0.5763922	0.5579460	0.1062157	0.3517366	0.6468184	0.6398031
450	0.6333185	0.5531385	0.6533790	0.5185232	0.6974634	0.5152812	0.1118860	0.3865072	0.6239535	0.6478281
500	0.6630301	0.5929996	0.7394993	0.5283509	0.6142907	0.6960062	0.0665613	0.2999264	0.6075888	0.6908088
550	0.6583221	0.5013937	0.7604438	0.5643127	0.5343779	0.6209769	0.0855520	0.3558121	0.6762737	0.6318777
600	0.7745058	0.4307899	0.6766704	0.5392056	0.6413411	0.5536175	0.0641802	0.3981814	0.5075426	0.6657231
650	0.8561684	0.4690921	0.7383526	0.5687201	0.5482726	0.5615791	0.0861270	0.3005788	0.6610720	0.6447422
700	0.7339487	0.5383168	0.6975219	0.6038158	0.6086895	0.6758170	0.0619854	0.3185947	0.5686409	0.6770146
750	0.7946742	0.5872810	0.6632334	0.6340064	0.6512058	0.5298652	0.1090224	0.2458544	0.7136765	0.7404768
800	0.7953271	0.4893206	0.7315296	0.5864122	0.5987264	0.5960960	0.0707795	0.2522171	0.5619376	0.6710803
850	0.7169551	0.5629225	0.8574572	0.6084108	0.6684557	0.6190697	0.0540932	0.2731092	0.6647136	0.5414136
900	0.7360614	0.4769200	0.6514116	0.6189761	0.5556873	0.6656944	0.0935399	0.2871842	0.5567905	0.7071132
950	0.7647188	0.5174674	0.8070057	0.6524843	0.5692221	0.5012130	0.0407618	0.3398118	0.7267727	0.7765326
1000	0.7483842	0.5428430	0.7023223	0.5157802	0.5736346	0.5953865	0.0482025	0.3059431	0.6171707	0.7273632
1050	0.6606888	0.4485621	0.6998939	0.5422175	0.5785825	0.6383235	0.0658096	0.2902932	0.6322092	0.6320584
1100	0.7622617	0.4683510	0.6038722	0.4117111	0.6019262	0.5647393	0.0679360	0.3019220	0.5622715	0.6966407
1150	0.5637931	0.5291292	0.7115027	0.5540179	0.6361062	0.5575826	0.0687433	0.2532045	0.6556953	0.7681481
1200	0.5772606	0.4352462	0.6348816	0.4948787	0.5556524	0.5933338	0.0665520	0.2525946	0.5989020	0.7510719
1250	0.6495940	0.5722663	0.6487978	0.5009334	0.5258997	0.6471048	0.1342398	0.3664850	0.5786613	0.6311263
1300	0.7835646	0.4945404	0.7247798	0.6192765	0.5298637	0.5982761	0.0695637	0.2989410	0.6326072	0.7184576
